Link,Id,User name,time,Tweet,Likes,Replies,Retweets
https://mobile.twitter.com/imVkohli/status/1320237237049552896,1320237237049552896,@imVkohli,2020-10-25T05:34:20.000Z,Virat Kohli @imVkohli · Oct 24  2020 Extending my warm wishes to you and your family on the auspicious occasion of Dussehra.  #HappyDussehra 1 129 5 040 117.3K, 117361 likes,1129 replies, 5040 Retweets
https://mobile.twitter.com/imVkohli/status/1319891498465329152,1319891498465329152,@imVkohli,2020-10-24T06:40:30.000Z,Virat Kohli @imVkohli · Oct 23  2020 Wishing you a very happy birthday Wriddhi Da. God bless you with good health and happiness always.  @Wriddhipops 634 2 815 90.9K, 90918 likes,634 replies, 2815 Retweets
https://mobile.twitter.com/imVkohli/status/1319572669612716032,1319572669612716032,@imVkohli,2020-10-23T09:33:35.000Z,Virat Kohli @imVkohli · Oct 23  2020 Praying for your speedy recovery.  Get well soon paaji.  @therealkapildev 749 4 869 116.4K, 116473 likes,749 replies, 4869 Retweets
https://mobile.twitter.com/imVkohli/status/1319520507260227584,1319520507260227584,@imVkohli,2020-10-23T06:06:19.000Z,Virat Kohli @imVkohli · Oct 22  2020 Here's my #Karare take on the cricketing season!  Make every match more crunchy  munchy  and masaledaar. Toh stock up on Too Yumm! #Karare aur #LoopMeinKhao    @TooYumm 298 1 268 25.6K, 25698 likes,298 replies, 1268 Retweets
https://mobile.twitter.com/imVkohli/status/1319257631026892801,1319257631026892801,@imVkohli,2020-10-22T12:41:44.000Z,Virat Kohli @imVkohli · Oct 22  2020 This pic takes me back to school days. 4 guys from the same class  and  AB is the kid who's finished homework and is prepared and the other 3 know they are in trouble  Devdutt Padikkal and AB de Villiers 2 325 9 791 175K, 175042 likes,2325 replies, 9791 Retweets
https://mobile.twitter.com/imVkohli/status/1318970523322179584,1318970523322179584,@imVkohli,2020-10-21T17:40:52.000Z,Virat Kohli @imVkohli · Oct 21  2020 We keep moving forward as a unit. #PlayBold @RCBTweets 1 675 8 018 127.1K, 127149 likes,1675 replies, 8018 Retweets
https://mobile.twitter.com/imVkohli/status/1318441611731193857,1318441611731193857,@imVkohli,2020-10-20T06:39:10.000Z,Virat Kohli @imVkohli · Oct 19  2020 Some see a design  We see a personality. India  the ultimate all-rounder is here. #AudiQ2  #FutureIsAnAttitude  @AudiIN 0:22 270.9K views 328 1 521 27.1K, 27157 likes,328 replies, 1521 Retweets
https://mobile.twitter.com/imVkohli/status/1318431794153230338,1318431794153230338,@imVkohli,2020-10-20T06:00:09.000Z,Virat Kohli @imVkohli · Oct 19  2020 Happy birthday  @virendersehwag  bhai. Have a great day. 1 345 7 101 143.4K, 143491 likes,1345 replies, 7101 Retweets
https://mobile.twitter.com/imVkohli/status/1318216567176359937,1318216567176359937,@imVkohli,2020-10-19T15:44:55.000Z,Virat Kohli @imVkohli · Oct 19  2020 All set   @MuveAcoustics 476 2 912 63.5K, 63590 likes,476 replies, 2912 Retweets
https://mobile.twitter.com/imVkohli/status/1318070253994135552,1318070253994135552,@imVkohli,2020-10-19T06:03:31.000Z,Virat Kohli @imVkohli · Oct 18  2020 Check out  my collection of Wrogn casual footwear exclusively on  @Flipkart  ! http://bit.ly/BBD_VK  Go grab them at never before prices only on the  #TheBigBillionDays sale.   #StayMad #StayWrogn #Flipkart #BigBillionDaysSpecials  @StayWrogn 269 1 209 20.3K, 20343 likes,269 replies, 1209 Retweets
https://mobile.twitter.com/imVkohli/status/1317852259091238913,1317852259091238913,@imVkohli,2020-10-18T15:37:17.000Z,Virat Kohli @imVkohli · Oct 18  2020  pic credit -  @ABdeVilliers17 3 291 16.2K 303.1K, 303118 likes,3291 replies, 16266 Retweets
